"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / United States","Price / United States","Compare At Price / United States","Included / International","Price / International","Compare At Price / International","Status"
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/75/17555751610ef0bd65337cdd2e1eaf3e4c7d146a43.jpg",43,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/21/1755575280fc5645b4f9cd49a8dcadb8c69f1827c6.jpg",44,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/9e/1755575244818f782f1dac5417e27f2109a0d64028.jpg",45,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/79/17555752379670fba35296f842e57f1c05d4e03456.jpg",46,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/43/175557523940ffc9902d9d0112c01716e227ec55f7.jpg",47,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/8c/1755575351911f0b3588e3008a819bf1c6a4131c5e.jpg",48,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/a0/1755575249d4e26653b501a70fee62b4bbd68bed4e.jpg",49,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/61/175557622760045408d523258e772d5342f6c5b228.jpg",50,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/5f/1755576228df7bd9f563197842874e6668a7eb4e32.jpg",51,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/1c/1755576227649c72bf92184642d8f660303d40b4b1.jpg",52,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/20/17555762279aaca9506d516e7de315bce7d829574d.jpg",53,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/e4/1755576228d602e6767cc025c5795cd51d73851bd7.jpg",54,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/c3/1755576227f0f1dbc7f63d0a3fa2e09faf07f47bc3.jpg",55,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/51/17555762277d7007194879ae0c3062892e7bb8471d.jpg",56,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/0c/1755576227dd39b4cb26fc457b033eb81ef2876de5.jpg",57,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"mjmwah-65-qtah-mn-aksswarat-alshar-bma-fy-thlk-dbabys-alshar-wrbtat-alshar-washrth-alshar-wkbsat-alshar-albsyth-walzynat-alsharyh-alshaeah،-kafyh-lastkhdam-lmdh-aam،-mnasbh-layd-alhb،-alashyaa-almdrsyh،-alhdaya-c24040961226","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/19/71/17555762279f9fb4aea9251591a1188352787654ec.jpg",58,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","زوج واحد من سوار الأصابع ذو رابط من الفولاذ المقاوم للصدأ أنيق، سلسلة خرز اللؤلؤ الأرز المتعددة الأوجه والبسيطة، مجوهرات اليد (عدد الخرز عشوائي)","<div><div class=""product-info""><div class=""product-info-node""><span>أسلوب:</span><strong style=""margin-left: 5px;"">كاجوال</strong></div><div class=""product-info-node""><span>مناسبة:</span><strong style=""margin-left: 5px;"">يومي</strong></div><div class=""product-info-node""><span>عنصر:</span><strong style=""margin-left: 5px;"">متعدد العناصر</strong></div><div class=""product-info-node""><span>النوع (ذكر، أنثى):</span><strong style=""margin-left: 5px;"">سيدة</strong></div><div class=""product-info-node""><span>لون:</span><strong style=""margin-left: 5px;"">الذهبي</strong></div><div class=""product-info-node""><span>المواد:</span><strong style=""margin-left: 5px;"">فولاذ غير قابل للصدأ</strong></div></div></div>","difansp","","أساور قفاز","",true,"Color","Color-94274567","","مقاس","مقاس واحد","","","","","","","","","deny","manual","7.68","8.00","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/06/06/7e/17492095957836253cec0a7420a533233cac06e704.jpg",1,"","","","","","","","","","","","","","","","","","","","","","","","","","active"
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-46958621","","","مقاس واحد","","","","","","","","","deny","manual","5.76","6.00","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/06/06/bc/174920962224312f52018919f5e6c11402a5dd0b6c.jpg",2,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-54088886","","","مقاس واحد","","","","","","","","","deny","manual","7.33","8.00","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/06/06/d5/17492096023aee8aa87c6b0504c79b711bb788c05d.jpg",3,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-56497723","","","مقاس واحد","","","","","","","","","deny","manual","3.94","6.00","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/06/06/48/1749209609fe5d04b4e9fbe3bf0d7ec2dbd655e846.jpg",4,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-87918833","","","مقاس واحد","","","","","","","","","deny","manual","5.76","6.00","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/09/09/aa/17573797551e77ce845d9423608bb89656d152f12e.jpg",5,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-148446804","","","مقاس واحد","","","","","","","","","deny","manual","6.96","8.00","","","","https://img.ltwebstatic.com/images3_spmp/2024/11/05/55/173078986123bbad946e6d65d4ebd006b4efdaa0da.jpg",6,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-148445747","","","مقاس واحد","","","","","","","","","deny","manual","7.68","8.00","","","","https://img.ltwebstatic.com/images3_spmp/2024/11/05/b8/1730789884393235c32963a39f2f1f826bbe612894.jpg",7,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-151023501","","","مقاس واحد","","","","","","","","","deny","manual","9.60","10.00","","","","https://img.ltwebstatic.com/images3_spmp/2024/11/15/03/1731654382e7d4c9d7dc59f11bcc5bfba2c1fdffb3.jpg",8,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-206563035","","","مقاس واحد","","","","","","","","","deny","manual","6.72","7.00","","","","https://img.ltwebstatic.com/images3_spmp/2024/11/15/77/1731654389bca82a2c7e58a4c6964e1a1d4f5950b4.jpg",9,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-218857448","","","مقاس واحد","","","","","","","","","deny","manual","8.00","8.00","","","","https://img.ltwebstatic.com/images3_spmp/2024/11/15/3c/17316543961136cad50bf6373064fe7aedffc04b72.jpg",10,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-219207342","","","مقاس واحد","","","","","","","","","deny","manual","9.00","9.00","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/09/09/19/1757379654fb43a9750ac5c4ac9af9deb2b4174bd8.jpg",11,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-218798970","","","مقاس واحد","","","","","","","","","deny","manual","13.00","13.00","","","","https://img.ltwebstatic.com/images3_spmp/2025/01/16/ad/17370237461c114c1c902665bd142ed1c56c511ec9.jpg",12,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-219312875","","","مقاس واحد","","","","","","","","","deny","manual","12.00","12.00","","","","https://img.ltwebstatic.com/images3_spmp/2025/01/16/7d/1737023759c5582ebc829c6186fe939c235ea4c47a.jpg",13,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-230572020","","","مقاس واحد","","","","","","","","","deny","manual","13.00","13.00","","","","https://img.ltwebstatic.com/images3_spmp/2025/01/16/66/173702376727d39d6d09c77e55fe0d74aeaeb36344.jpg",14,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-230318398","","","مقاس واحد","","","","","","","","","deny","manual","13.00","13.00","","","","https://img.ltwebstatic.com/images3_spmp/2025/01/16/e8/1737023772a0c6c91421768539c2390848ec9e7e24.jpg",15,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-229538156","","","مقاس واحد","","","","","","","","","deny","manual","10.00","10.00","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/09/09/8a/1757379664f65b5fc341ae63bdca479d4a30c4601a.jpg",16,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","Color-229870455","","","مقاس واحد","","","","","","","","","deny","manual","7.00","7.00","","","","https://img.ltwebstatic.com/images3_spmp/2025/02/10/49/1739170464acae8eaf78eec8badd1132f21e13232c.jpg",17,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/images3_spmp/2025/02/10/19/1739170464f95dfe3f3b1f5972b28eb5867ed863ed.jpg",18,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/images3_spmp/2025/02/10/fe/17391704646e77e121840986b0535eca2736f54036.jpg",19,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/images3_spmp/2025/02/10/49/1739170464ff685ba4a424259967fb3346a1e08d09.jpg",20,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/09/09/4e/175737967523ef166aa1dfa009ac02513cc72cb6df.jpg",21,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/05/26/99/1748268820fd5a4fafca5de5f96a573589224ee856.jpg",22,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/05/26/c9/174826882898b93852a9f9a63a4694d64328a3be69.jpg",23,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/05/26/b5/1748268834021113b9de96516d0a3fecc2350297cf.jpg",24,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/09/09/22/17573797454e37c28b6ecdf371b8dce7a2b1637fce.jpg",25,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/08/fd/175463088887aeadec467157d89d83834e5acb3373.jpg",26,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/08/5b/1754630895f2256337889646a9d34d9cef18a21c46.jpg",27,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/08/2c/1754630902c1f456202cab068bfe691fe8b1235c6b.jpg",28,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/09/09/f8/1757379773524a6b4896de54497ff8c423c78b485c.jpg",29,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/08/62/17546312456d7affaceef0efc076141a77483f2033.jpg",30,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/08/f3/175463125385df655851cddfd1320c018314c6c4e8.jpg",31,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/08/56/1754631259a96e4da2f144f62ea05058ee1311f8af.jpg",32,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/09/09/32/175737978167de16c3f6e2cee27493d55735ede2c5.jpg",33,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/12/7f/17549664125f5bbc8e0d7abbcd6e05949d953651d4.jpg",34,"","","","","","","","","","","","","","","","","","","","","","","","","",""
"zwj-wahd-mn-swar-alasaba-thw-rabt-mn-alfwlath-almqawm-llsda-anyq،-slslh-khrz-allulu-alarz-almtaddh-alawjh-walbsyth،-mjwhrat-alyd-(add-alkhrz-ashwaey)-j24110521866","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://img.ltwebstatic.com/v4/j/spmp/2025/08/12/dd/1754966420284179c654bff4755d103f6a7344a989.jpg",35,"","","","","","","","","","","","","","","","","","","","","","","","","",""
